,train_id,route,arrival_time,passenger_id,date
141,t09,A,06:37,p339944,2022-11-24
142,t09,A,06:37,p180707,2022-11-24
143,t09,A,06:37,p898532,2022-11-24
144,t09,A,06:37,p908737,2022-11-24
145,t09,A,06:37,p798912,2022-11-24
146,t09,A,06:37,p654434,2022-11-24
147,t09,A,06:37,p151526,2022-11-24
148,t09,A,06:37,p278982,2022-11-24
149,t09,A,06:37,p732610,2022-11-24
150,t09,A,06:37,p729536,2022-11-24
151,t09,A,06:37,p704499,2022-11-24
152,t09,A,06:37,p671369,2022-11-24
153,t09,A,06:37,p189759,2022-11-24
154,t09,A,06:37,p217546,2022-11-24
155,t09,A,06:37,p634314,2022-11-24
156,t09,A,06:37,p914756,2022-11-24
157,t09,A,06:37,p761245,2022-11-24
158,t09,A,06:37,p487752,2022-11-24
159,t09,A,06:37,p872289,2022-11-24
160,t09,A,06:37,p550628,2022-11-24
161,t09,A,06:37,p222408,2022-11-24
162,t09,A,06:37,p778425,2022-11-24
163,t09,A,06:37,p725121,2022-11-24
164,t09,A,06:37,p247177,2022-11-24
165,t09,A,06:37,p338991,2022-11-24
166,t09,A,06:37,p531373,2022-11-24
167,t09,A,06:37,p290005,2022-11-24
168,t10,A,07:42,p256754,2022-11-24
169,t10,A,07:42,p567602,2022-11-24
170,t10,A,07:42,p894446,2022-11-24
171,t10,A,07:42,p310949,2022-11-24
172,t10,A,07:42,p810281,2022-11-24
173,t10,A,07:42,p721544,2022-11-24
174,t10,A,07:42,p740753,2022-11-24
175,t10,A,07:42,p759494,2022-11-24
176,t10,A,07:42,p557867,2022-11-24
177,t10,A,07:42,p732040,2022-11-24
178,t10,A,07:42,p380683,2022-11-24
179,t10,A,07:42,p833451,2022-11-24
180,t10,A,07:42,p642452,2022-11-24
181,t10,A,07:42,p938512,2022-11-24
182,t10,A,07:42,p716143,2022-11-24
183,t10,A,07:42,p258886,2022-11-24
184,t10,A,07:42,p728569,2022-11-24
185,t10,A,07:42,p323162,2022-11-24
186,t10,A,07:42,p390511,2022-11-24
187,t10,A,07:42,p694025,2022-11-24
188,t10,A,07:42,p497050,2022-11-24
189,t10,A,07:42,p805441,2022-11-24
190,t10,A,07:42,p533321,2022-11-24
191,t10,A,07:42,p541672,2022-11-24
192,t10,A,07:42,p329666,2022-11-24
193,t10,A,07:42,p433665,2022-11-24
194,t10,A,07:42,p619507,2022-11-24
195,t10,A,07:42,p269830,2022-11-24
196,t10,A,07:42,p864049,2022-11-24
197,t10,A,07:42,p616610,2022-11-24
198,t10,A,07:42,p193988,2022-11-24
199,t10,A,07:42,p734495,2022-11-24
200,t10,A,07:42,p532513,2022-11-24
201,t10,A,07:42,p714800,2022-11-24
202,t10,A,07:42,p645968,2022-11-24
203,t10,A,07:42,p415972,2022-11-24
204,t10,A,07:42,p353873,2022-11-24
205,t10,A,07:42,p815202,2022-11-24
206,t10,A,07:42,p213420,2022-11-24
207,t10,A,07:42,p640508,2022-11-24
208,t10,A,07:42,p984538,2022-11-24
209,t10,A,07:42,p859471,2022-11-24
210,t10,A,07:42,p250563,2022-11-24
211,t10,A,07:42,p391675,2022-11-24
212,t10,A,07:42,p816009,2022-11-24
213,t10,A,07:42,p299941,2022-11-24
214,t10,A,07:42,p686667,2022-11-24
215,t10,A,07:42,p560712,2022-11-24
216,t10,A,07:42,p835635,2022-11-24
217,t10,A,07:42,p886254,2022-11-24
218,t10,A,07:42,p735865,2022-11-24
219,t10,A,07:42,p927524,2022-11-24
220,t10,A,07:42,p840426,2022-11-24
221,t10,A,07:42,p398000,2022-11-24
222,t10,A,07:42,p620444,2022-11-24
223,t10,A,07:42,p572225,2022-11-24
224,t10,A,07:42,p198031,2022-11-24
225,t10,A,07:42,p894126,2022-11-24
226,t10,A,07:42,p187564,2022-11-24
227,t10,A,07:42,p492552,2022-11-24
228,t10,A,07:42,p826114,2022-11-24
229,t10,A,07:42,p644434,2022-11-24
230,t10,A,07:42,p226247,2022-11-24
231,t10,A,07:42,p705902,2022-11-24
232,t10,A,07:42,p454949,2022-11-24
233,t10,A,07:42,p364873,2022-11-24
234,t10,A,07:42,p548134,2022-11-24
235,t10,A,07:42,p220437,2022-11-24
236,t10,A,07:42,p938187,2022-11-24
237,t10,A,07:42,p567750,2022-11-24
238,t10,A,07:42,p563914,2022-11-24
239,t10,A,07:42,p414808,2022-11-24
240,t10,A,07:42,p436775,2022-11-24
241,t10,A,07:42,p654773,2022-11-24
242,t10,A,07:42,p939533,2022-11-24
243,t10,A,07:42,p793720,2022-11-24
244,t10,A,07:42,p839105,2022-11-24
245,t10,A,07:42,p823332,2022-11-24
246,t10,A,07:42,p568252,2022-11-24
247,t10,A,07:42,p139682,2022-11-24
248,t10,A,07:42,p640474,2022-11-24
249,t10,A,07:42,p117934,2022-11-24
250,t10,A,07:42,p720572,2022-11-24
251,t10,A,07:42,p885752,2022-11-24
252,t10,A,07:42,p103720,2022-11-24
253,t10,A,07:42,p715708,2022-11-24
254,t10,A,07:42,p965716,2022-11-24
255,t10,A,07:42,p646497,2022-11-24
256,t10,A,07:42,p157280,2022-11-24
257,t10,A,07:42,p619108,2022-11-24
258,t10,A,07:42,p104697,2022-11-24
259,t10,A,07:42,p241157,2022-11-24
260,t10,A,07:42,p428892,2022-11-24
261,t10,A,07:42,p425462,2022-11-24
262,t10,A,07:42,p791673,2022-11-24
263,t10,A,07:42,p223681,2022-11-24
264,t10,A,07:42,p377960,2022-11-24
265,t10,A,07:42,p735667,2022-11-24
266,t10,A,07:42,p964358,2022-11-24
267,t10,A,07:42,p195037,2022-11-24
268,t10,A,07:42,p709826,2022-11-24
269,t10,A,07:42,p439669,2022-11-24
270,t10,A,07:42,p784789,2022-11-24
271,t10,A,07:42,p343750,2022-11-24
272,t10,A,07:42,p862171,2022-11-24
273,t10,A,07:42,p239661,2022-11-24
274,t10,A,07:42,p587913,2022-11-24
275,t10,A,07:42,p978084,2022-11-24
276,t10,A,07:42,p880260,2022-11-24
277,t10,A,07:42,p311496,2022-11-24
278,t10,A,07:42,p647552,2022-11-24
279,t10,A,07:42,p954089,2022-11-24
280,t10,A,07:42,p995540,2022-11-24
281,t10,A,07:42,p260126,2022-11-24
282,t10,A,07:42,p506565,2022-11-24
283,t10,A,07:42,p469789,2022-11-24
284,t10,A,07:42,p413534,2022-11-24
285,t10,A,07:42,p208994,2022-11-24
286,t10,A,07:42,p173221,2022-11-24
287,t10,A,07:42,p917469,2022-11-24
288,t10,A,07:42,p656495,2022-11-24
289,t10,A,07:42,p177157,2022-11-24
290,t10,A,07:42,p555257,2022-11-24
291,t10,A,07:42,p218439,2022-11-24
292,t10,A,07:42,p957331,2022-11-24
293,t10,A,07:42,p734571,2022-11-24
294,t10,A,07:42,p415355,2022-11-24
295,t10,A,07:42,p671619,2022-11-24
296,t10,A,07:42,p508773,2022-11-24
297,t10,A,07:42,p338567,2022-11-24
298,t10,A,07:42,p209765,2022-11-24
299,t10,A,07:42,p644306,2022-11-24
300,t10,A,07:42,p465282,2022-11-24
301,t10,A,07:42,p328231,2022-11-24
302,t10,A,07:42,p413271,2022-11-24
303,t10,A,07:42,p841790,2022-11-24
304,t10,A,07:42,p269641,2022-11-24
305,t10,A,07:42,p867448,2022-11-24
306,t10,A,07:42,p385905,2022-11-24
307,t10,A,07:42,p199472,2022-11-24
308,t10,A,07:42,p441104,2022-11-24
309,t10,A,07:42,p484023,2022-11-24
310,t10,A,07:42,p315780,2022-11-24
311,t10,A,07:42,p109477,2022-11-24
312,t10,A,07:42,p437660,2022-11-24
313,t10,A,07:42,p733186,2022-11-24
314,t10,A,07:42,p138749,2022-11-24
315,t10,A,07:42,p755137,2022-11-24
316,t10,A,07:42,p669765,2022-11-24
317,t10,A,07:42,p237215,2022-11-24
318,t10,A,07:42,p597053,2022-11-24
319,t10,A,07:42,p995170,2022-11-24
320,t10,A,07:42,p755113,2022-11-24
321,t10,A,07:42,p696272,2022-11-24
322,t10,A,07:42,p436913,2022-11-24
323,t10,A,07:42,p632526,2022-11-24
324,t10,A,07:42,p802621,2022-11-24
325,t10,A,07:42,p342299,2022-11-24
326,t10,A,07:42,p866242,2022-11-24
327,t10,A,07:42,p532758,2022-11-24
328,t10,A,07:42,p987793,2022-11-24
329,t10,A,07:42,p691444,2022-11-24
330,t10,A,07:42,p337939,2022-11-24
331,t10,A,07:42,p117931,2022-11-24
332,t10,A,07:42,p178924,2022-11-24
333,t10,A,07:42,p932356,2022-11-24
334,t10,A,07:42,p331627,2022-11-24
335,t10,A,07:42,p143855,2022-11-24
336,t10,A,07:42,p876408,2022-11-24
337,t10,A,07:42,p837599,2022-11-24
338,t10,A,07:42,p770388,2022-11-24
339,t10,A,07:42,p738768,2022-11-24
340,t10,A,07:42,p120536,2022-11-24
341,t10,A,07:42,p401878,2022-11-24
342,t10,A,07:42,p744500,2022-11-24
343,t10,A,07:42,p605420,2022-11-24
344,t10,A,07:42,p686516,2022-11-24
345,t10,A,07:42,p306076,2022-11-24
346,t10,A,07:42,p729518,2022-11-24
347,t10,A,07:42,p688427,2022-11-24
348,t10,A,07:42,p668622,2022-11-24
349,t10,A,07:42,p882609,2022-11-24
350,t10,A,07:42,p240509,2022-11-24
351,t10,A,07:42,p589953,2022-11-24
352,t10,A,07:42,p620675,2022-11-24
353,t10,A,07:42,p365963,2022-11-24
354,t10,A,07:42,p375693,2022-11-24
355,t10,A,07:42,p466504,2022-11-24
356,t10,A,07:42,p303820,2022-11-24
357,t10,A,07:42,p128857,2022-11-24
358,t10,A,07:42,p852999,2022-11-24
359,t10,A,07:42,p344107,2022-11-24
360,t10,A,07:42,p100075,2022-11-24
361,t10,A,07:42,p472902,2022-11-24
362,t10,A,07:42,p134914,2022-11-24
363,t10,A,07:42,p252179,2022-11-24
364,t10,A,07:42,p109122,2022-11-24
365,t10,A,07:42,p363486,2022-11-24
366,t10,A,07:42,p565660,2022-11-24
367,t10,A,07:42,p585309,2022-11-24
368,t10,A,07:42,p552932,2022-11-24
369,t10,A,07:42,p431020,2022-11-24
370,t10,A,07:42,p692317,2022-11-24
371,t10,A,07:42,p485493,2022-11-24
372,t10,A,07:42,p840032,2022-11-24
373,t10,A,07:42,p161944,2022-11-24
374,t10,A,07:42,p893520,2022-11-24
375,t10,A,07:42,p806987,2022-11-24
376,t10,A,07:42,p179564,2022-11-24
377,t10,A,07:42,p534814,2022-11-24
378,t10,A,07:42,p311816,2022-11-24
379,t10,A,07:42,p824445,2022-11-24
380,t10,A,07:42,p284992,2022-11-24
381,t10,A,07:42,p311191,2022-11-24
382,t10,A,07:42,p303191,2022-11-24
383,t10,A,07:42,p244843,2022-11-24
384,t10,A,07:42,p356383,2022-11-24
385,t10,A,07:42,p433753,2022-11-24
386,t10,A,07:42,p130814,2022-11-24
387,t10,A,07:42,p676227,2022-11-24
388,t10,A,07:42,p737197,2022-11-24
389,t10,A,07:42,p732194,2022-11-24
390,t10,A,07:42,p228194,2022-11-24
391,t10,A,07:42,p816383,2022-11-24
392,t10,A,07:42,p727640,2022-11-24
393,t10,A,07:42,p383303,2022-11-24
394,t10,A,07:42,p788601,2022-11-24
395,t10,A,07:42,p375928,2022-11-24
396,t10,A,07:42,p443591,2022-11-24
397,t10,A,07:42,p478740,2022-11-24
398,t10,A,07:42,p464735,2022-11-24
399,t10,A,07:42,p725489,2022-11-24
400,t10,A,07:42,p743077,2022-11-24
401,t10,A,07:42,p698749,2022-11-24
402,t10,A,07:42,p270142,2022-11-24
403,t10,A,07:42,p583867,2022-11-24
404,t10,A,07:42,p543861,2022-11-24
405,t10,A,07:42,p244469,2022-11-24
406,t10,A,07:42,p280601,2022-11-24
407,t10,A,07:42,p601024,2022-11-24
408,t10,A,07:42,p770241,2022-11-24
409,t10,A,07:42,p568088,2022-11-24
410,t10,A,07:42,p930472,2022-11-24
411,t10,A,07:42,p839215,2022-11-24
412,t10,A,07:42,p554640,2022-11-24
413,t10,A,07:42,p913264,2022-11-24
414,t10,A,07:42,p802587,2022-11-24
415,t10,A,07:42,p357715,2022-11-24
416,t10,A,07:42,p504740,2022-11-24
417,t10,A,07:42,p292765,2022-11-24
418,t10,A,07:42,p318356,2022-11-24
419,t10,A,07:42,p622934,2022-11-24
420,t10,A,07:42,p347101,2022-11-24
421,t10,A,07:42,p846327,2022-11-24
422,t10,A,07:42,p465848,2022-11-24
423,t10,A,07:42,p660859,2022-11-24
424,t10,A,07:42,p972892,2022-11-24
425,t10,A,07:42,p251315,2022-11-24
426,t10,A,07:42,p376895,2022-11-24
427,t10,A,07:42,p605848,2022-11-24
428,t10,A,07:42,p999237,2022-11-24
429,t10,A,07:42,p879092,2022-11-24
430,t10,A,07:42,p371929,2022-11-24
431,t10,A,07:42,p135699,2022-11-24
432,t10,A,07:42,p255251,2022-11-24
433,t10,A,07:42,p531813,2022-11-24
434,t10,A,07:42,p882202,2022-11-24
435,t10,A,07:42,p673052,2022-11-24
436,t10,A,07:42,p726286,2022-11-24
437,t10,A,07:42,p373260,2022-11-24
438,t10,A,07:42,p391030,2022-11-24
439,t10,A,07:42,p730739,2022-11-24
440,t10,A,07:42,p297727,2022-11-24
441,t10,A,07:42,p923523,2022-11-24
442,t10,A,07:42,p843342,2022-11-24
443,t10,A,07:42,p881373,2022-11-24
444,t10,A,07:42,p547315,2022-11-24
445,t10,A,07:42,p432600,2022-11-24
446,t10,A,07:42,p893386,2022-11-24
447,t10,A,07:42,p456819,2022-11-24
448,t10,A,07:42,p311043,2022-11-24
449,t10,A,07:42,p393875,2022-11-24
450,t10,A,07:42,p456762,2022-11-24
451,t10,A,07:42,p676167,2022-11-24
452,t10,A,07:42,p758095,2022-11-24
453,t10,A,07:42,p307991,2022-11-24
454,t10,A,07:42,p753168,2022-11-24
455,t10,A,07:42,p931072,2022-11-24
456,t10,A,07:42,p530741,2022-11-24
457,t10,A,07:42,p889153,2022-11-24
458,t10,A,07:42,p578110,2022-11-24
459,t10,A,07:42,p314357,2022-11-24
460,t10,A,07:42,p245087,2022-11-24
461,t10,A,07:42,p826641,2022-11-24
462,t10,A,07:42,p746244,2022-11-24
463,t10,A,07:42,p225926,2022-11-24
464,t10,A,07:42,p140757,2022-11-24
465,t10,A,07:42,p514860,2022-11-24
466,t10,A,07:42,p264946,2022-11-24
467,t10,A,07:42,p167883,2022-11-24
468,t10,A,07:42,p309216,2022-11-24
469,t10,A,07:42,p578766,2022-11-24
470,t10,A,07:42,p990703,2022-11-24
471,t10,A,07:42,p977964,2022-11-24
472,t10,A,07:42,p387976,2022-11-24
473,t10,A,07:42,p726554,2022-11-24
474,t10,A,07:42,p115889,2022-11-24
475,t10,A,07:42,p138139,2022-11-24
476,t10,A,07:42,p853275,2022-11-24
477,t10,A,07:42,p530026,2022-11-24
478,t10,A,07:42,p804145,2022-11-24
479,t10,A,07:42,p133601,2022-11-24
480,t10,A,07:42,p624572,2022-11-24
481,t10,A,07:42,p922715,2022-11-24
482,t10,A,07:42,p434187,2022-11-24
483,t10,A,07:42,p340767,2022-11-24
484,t10,A,07:42,p360632,2022-11-24
485,t10,A,07:42,p862538,2022-11-24
486,t10,A,07:42,p470560,2022-11-24
487,t10,A,07:42,p747256,2022-11-24
488,t10,A,07:42,p115213,2022-11-24
489,t10,A,07:42,p962697,2022-11-24
490,t10,A,07:42,p655403,2022-11-24
491,t10,A,07:42,p118403,2022-11-24
492,t10,A,07:42,p679300,2022-11-24
493,t10,A,07:42,p561944,2022-11-24
494,t10,A,07:42,p737528,2022-11-24
495,t10,A,07:42,p453729,2022-11-24
496,t10,A,07:42,p209319,2022-11-24
497,t10,A,07:42,p700110,2022-11-24
498,t10,A,07:42,p503894,2022-11-24
499,t10,A,07:42,p408759,2022-11-24
500,t10,A,07:42,p366293,2022-11-24
501,t10,A,07:42,p223606,2022-11-24
502,t10,A,07:42,p653898,2022-11-24
503,t10,A,07:42,p967899,2022-11-24
504,t10,A,07:42,p603649,2022-11-24
505,t10,A,07:42,p710050,2022-11-24
506,t10,A,07:42,p429867,2022-11-24
507,t10,A,07:42,p440438,2022-11-24
508,t10,A,07:42,p754316,2022-11-24
509,t10,A,07:42,p390684,2022-11-24
510,t10,A,07:42,p123704,2022-11-24
511,t10,A,07:42,p360936,2022-11-24
512,t10,A,07:42,p575149,2022-11-24
513,t10,A,07:42,p620211,2022-11-24
514,t10,A,07:42,p548543,2022-11-24
515,t10,A,07:42,p947122,2022-11-24
516,t10,A,07:42,p478146,2022-11-24
517,t10,A,07:42,p771353,2022-11-24
518,t10,A,07:42,p346461,2022-11-24
519,t10,A,07:42,p586027,2022-11-24
520,t10,A,07:42,p227655,2022-11-24
521,t10,A,07:42,p149419,2022-11-24
522,t10,A,07:42,p587054,2022-11-24
523,t10,A,07:42,p741433,2022-11-24
524,t10,A,07:42,p109798,2022-11-24
525,t10,A,07:42,p746784,2022-11-24
526,t10,A,07:42,p805478,2022-11-24
527,t10,A,07:42,p724144,2022-11-24
528,t10,A,07:42,p930297,2022-11-24
529,t10,A,07:42,p128824,2022-11-24
530,t10,A,07:42,p597376,2022-11-24
531,t10,A,07:42,p991265,2022-11-24
532,t10,A,07:42,p155665,2022-11-24
533,t10,A,07:42,p127941,2022-11-24
534,t10,A,07:42,p300318,2022-11-24
535,t10,A,07:42,p259226,2022-11-24
536,t10,A,07:42,p448807,2022-11-24
537,t10,A,07:42,p497688,2022-11-24
538,t10,A,07:42,p651303,2022-11-24
539,t10,A,07:42,p267332,2022-11-24
540,t10,A,07:42,p968091,2022-11-24
541,t10,A,07:42,p448565,2022-11-24
542,t10,A,07:42,p356746,2022-11-24
543,t10,A,07:42,p685994,2022-11-24
544,t10,A,07:42,p542016,2022-11-24
545,t10,A,07:42,p698111,2022-11-24
546,t10,A,07:42,p178885,2022-11-24
547,t10,A,07:42,p653187,2022-11-24
548,t10,A,07:42,p479691,2022-11-24
549,t10,A,07:42,p229786,2022-11-24
550,t10,A,07:42,p126313,2022-11-24
551,t10,A,07:42,p181712,2022-11-24
552,t10,A,07:42,p820006,2022-11-24
553,t10,A,07:42,p394434,2022-11-24
554,t10,A,07:42,p773183,2022-11-24
555,t10,A,07:42,p943061,2022-11-24
556,t10,A,07:42,p203101,2022-11-24
557,t10,A,07:42,p200980,2022-11-24
558,t10,A,07:42,p729824,2022-11-24
559,t10,A,07:42,p717850,2022-11-24
560,t10,A,07:42,p513824,2022-11-24
561,t10,A,07:42,p551354,2022-11-24
562,t10,A,07:42,p434961,2022-11-24
563,t10,A,07:42,p403096,2022-11-24
564,t10,A,07:42,p512334,2022-11-24
565,t10,A,07:42,p257953,2022-11-24
566,t10,A,07:42,p389947,2022-11-24
567,t10,A,07:42,p549167,2022-11-24
568,t10,A,07:42,p386596,2022-11-24
569,t10,A,07:42,p756080,2022-11-24
570,t10,A,07:42,p323512,2022-11-24
571,t10,A,07:42,p515117,2022-11-24
572,t10,A,07:42,p525477,2022-11-24
573,t10,A,07:42,p852105,2022-11-24
574,t10,A,07:42,p272145,2022-11-24
575,t10,A,07:42,p176708,2022-11-24
576,t10,A,07:42,p337103,2022-11-24
577,t10,A,07:42,p457451,2022-11-24
578,t10,A,07:42,p108319,2022-11-24
579,t10,A,07:42,p461025,2022-11-24
580,t10,A,07:42,p259030,2022-11-24
581,t10,A,07:42,p105241,2022-11-24
582,t10,A,07:42,p174007,2022-11-24
583,t10,A,07:42,p489411,2022-11-24
584,t10,A,07:42,p754832,2022-11-24
585,t10,A,07:42,p293338,2022-11-24
586,t10,A,07:42,p256958,2022-11-24
587,t10,A,07:42,p160851,2022-11-24
588,t10,A,07:42,p937650,2022-11-24
589,t10,A,07:42,p120284,2022-11-24
590,t10,A,07:42,p552759,2022-11-24
591,t10,A,07:42,p665797,2022-11-24
592,t10,A,07:42,p144209,2022-11-24
593,t10,A,07:42,p305806,2022-11-24
594,t10,A,07:42,p257193,2022-11-24
595,t10,A,07:42,p368367,2022-11-24
596,t10,A,07:42,p393964,2022-11-24
597,t10,A,07:42,p916310,2022-11-24
598,t10,A,07:42,p797064,2022-11-24
599,t10,A,07:42,p207774,2022-11-24
600,t10,A,07:42,p721617,2022-11-24
601,t10,A,07:42,p963746,2022-11-24
602,t10,A,07:42,p588923,2022-11-24
603,t10,A,07:42,p111484,2022-11-24
604,t10,A,07:42,p843064,2022-11-24
605,t10,A,07:42,p588492,2022-11-24
606,t10,A,07:42,p677803,2022-11-24
607,t10,A,07:42,p809507,2022-11-24
608,t10,A,07:42,p638410,2022-11-24
609,t10,A,07:42,p292626,2022-11-24
610,t10,A,07:42,p796229,2022-11-24
611,t10,A,07:42,p598372,2022-11-24
612,t10,A,07:42,p660095,2022-11-24
613,t10,A,07:42,p955468,2022-11-24
614,t10,A,07:42,p364169,2022-11-24
615,t10,A,07:42,p992296,2022-11-24
616,t10,A,07:42,p685198,2022-11-24
617,t10,A,07:42,p353709,2022-11-24
618,t10,A,07:42,p321889,2022-11-24
619,t10,A,07:42,p979497,2022-11-24
620,t10,A,07:42,p754921,2022-11-24
621,t10,A,07:42,p681722,2022-11-24
622,t10,A,07:42,p754778,2022-11-24
623,t10,A,07:42,p535390,2022-11-24
624,t10,A,07:42,p238095,2022-11-24
625,t10,A,07:42,p472721,2022-11-24
626,t10,A,07:42,p108852,2022-11-24
627,t10,A,07:42,p411128,2022-11-24
628,t10,A,07:42,p429984,2022-11-24
629,t10,A,07:42,p337949,2022-11-24
630,t10,A,07:42,p844582,2022-11-24
631,t10,A,07:42,p625960,2022-11-24
632,t10,A,07:42,p461996,2022-11-24
633,t10,A,07:42,p184076,2022-11-24
